Class Index,Title,Description
4,Mars Rover Finds Mysterious Rocks and More Signs of Water,"Both rovers, the Spirit and the Opportunity, have more than doubled their intended lifetimes of three months."
4,PeopleSoft pushes upgrade sweeteners,"PeopleSoft's NOW program, unveiled this week at Connect 2004, will allow World, Enterprise and EnterpriseOne customers a free technical upgrade, management services and training."
2,Meshiai in Tie for the Lead at Q-School," ST. AUGUSTINE, Fla. (Sports Network) - Hajime Meshiai, who  held the lead the previous two rounds, shot a three-under 69 on  Sunday to share first with Don Reese after five rounds of the  Champions Tour National Qualifying Tournament."
1,Strong Earthquake Kills One in Caribbean (AP),"AP - A strong earthquake rocked the Caribbean islands of Dominica and Guadeloupe early Sunday, killing a child, destroying numerous homes and knocking out power to thousands of people."
4,AMD #39;s Mobile Sempron Takes On Intel,AMD #39;s latest Mobile AMD Sempron 3000 is set to go head to head with Intel #39;s high-end Centrino CPUs. The AMD processor offers Enhanced Virus Protection designed to prevent the spread of malicious viruses when 
4,Californians to Vote on Spending \$3 Billion on Stem Cell Research,"California, in an act of rebellion against the White House, may be on the verge of spending \$300 million a year in each of the next 10 years on stem cell research."
2,Bryant Accuser Cannot Remain Nameless,A federal judge rejected a request from the woman who accused the basketball star Kobe Bryant of rape to remain anonymous in her civil lawsuit.
1,Australia Has Terror Worries for Election (AP),"AP - Prime Minister John Howard's government warned that Australia could become a terrorist target during a six-week election campaign that began Monday, with the war on terror and the nation's troop deployment in Iraq already taking center stage."
2,Glazer saga takes new twist on day of intrigue at Old Trafford,The Malcolm Glazer takeover bid took a further twist yesterday with Manchester United announcing they had broken off talks with the American businessman.
2,Graham Lauds Mr. O'Brien,"For soft-spoken trainer Robin Graham, calling the 5-year-old gelding Mr. O'Brien ""great"" in workouts for Saturday's Breeders' Cup Mile is downright effusive."
1,Global warming clock  #39;ticks faster #39;,"Increases in carbon dioxide in the atmosphere have sparked concerns on how the planet is coping with greenhouse pollution. Scientists have detected record rises in carbon dioxide, the main "
1,US rejects climate policy attacks,The US defends its decision not to sign up to the Kyoto climate change treaty with an attack on Europe's record.
4,Fix Released for ISA Server,Microsoft posted a patch on Tuesday afternoon for Internet Security  amp; Acceleration Server 2000 and Proxy Server 2.0. The patch fixed a spoofing vulnerability that Microsoft rated an  quot;important quot; problem.
2,Roundup: Limo and Shibui win in Berlin,Yoko Shibui continued Japan #39;s supremacy in the Berlin women #39;s marathon and Felix Limo extended Kenya #39;s dominance of the men #39;s race Sunday.
3,Indonesia shares slip after blast,"An explosion in Jakarta, feared to be a car bomb, sends shares tumbling on Indonesia's main stock exchange."
4,FTC Assesses Bounty System for Catching Spammers,The FTC today issued a report assessing whether and how a system that rewards members of the public for tracking down spammers would or could help improve enforcement of the Controlling the Assault of Non-Solicited Pornography and Marketing Act of 2002 
1,Darfur Governor Says Rebels Attempted Coup (AP),"AP - West Darfur's governor on Sunday linked an alleged coup attempt against the national government to a rebellion in western Sudan, saying the same group was behind both insurrections."
2,Back to the roots,"There #39;s a busy week in store for those with an interest in both English and Spanish football. With this in mind, the Independent England Fans Group invited me over to London last Thursday to talk at their "
1,At least 35 die in Egyptian blasts,"A SERIES of explosions ripped through three Egyptian holiday resorts popular with Israelis last night, leaving at least 35 people dead and 160 more injured."
4,Microsoft Cracks Down on Xbox Changes,"Game Stop employee Lisa Hargreaves pulls out a stack of games for waiting customers at the University Mall in Davis Calif., at the stroke of midnight Nov. 9, 2004, as fans lined up to get first crack at the \$50 sequel from Microsoft Corp."
3,IRS Looking For Virginians Owed Tax Refunds,The Internal Revenue Service is looking for about 2000 Virginians who have unclaimed tax refunds waiting for them. Spokeswoman Gloria Wajciechowski says many refund checks cannot be delivered because of a change of address.
4,Arctic heads into warmer future,"The Arctic is undergoing rapid and possibly irreversible climate change, says a major report."
3,Jo-Ann shares fall 10 on warnings,Fabric and craft retailer lowers its profit outlook for both the third quarter and full year. ATLANTA (Reuters) - Shares of fabric and craft retailer Jo-Ann Stores Inc.
2,Hendrick airplane was on way to Martinsville race,"MARTINSVILLE, Va. -- A plane carrying members of the Hendrick Motorsports organization crashed Sunday afternoon on its way to NASCAR #39;s Nextel Cup race at Martinsville Speedway, NASCAR officials confirmed."
3,JDS Uniphase Posts Deeper 1Q Loss,"JDS Uniphase Corp., a maker of fiber-optic equipment, on Wednesday posted a deeper loss for the first quarter despite sharply higher revenue."
4,"Intel Adds Tri-mode (802.11a,b,g) Wireless Module","Intel announced a new tri-mode wireless module (supporting IEEE standards 802.11a, b and g) for notebooks based on Intel Centrino mobile technology."
2,Women's Tour Shorten Season Under 'Roadmap 2010'," NEW YORK (Reuters) - The women's tennis circuit is to be  shortened next year in an effort to give the players a longer  off-season, the tour's governing body announced on Thursday."
1,Belgian PM seeks to calm spat with DR Congo,"BRUSSELS, Oct 22 (AFP) - Belgian Prime Minister Guy Verhofstadt sought to calm a row with the Democratic Republic of Congo Friday, voicing encouragement for the ex-colony #39;s political transition in a call to President Joseph Kabila."
1,New Zealand ignores nuke differences to woo India (Reuters),Reuters - New Zealand Prime Minister Helen Clark sidestepped differences with India over nuclear disarmament on Wednesday and sought to boost business ties between the two countries during a visit to New Delhi.
3,"Bombardier CEO Quits, Shares Plunge"," MONTREAL (Reuters) - Paul Tellier stepped down as president  and chief executive of Bombardier Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BBDsvb.TO target=/stocks/quickinfo/fullquote""&gt;BBDsvb.TO&lt;/A&gt; &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BBDb.TO target=/stocks/quickinfo/fullquote""&gt;BBDb.TO&lt;/A&gt;,  sending the train and plane maker's shares down as much as 26  percent to a 10-year low on Monday."
1,Kuwait minister assures release of Indian hostages,"NEW DELHI: Kuwait is working closely with Iraqi authorities to ensure the safe and expeditious release of three Indians abducted in Iraq, Kuwaiti Foreign Minister Sheikh Mohammad al-Sabah al-Salem al Sabah said on Wednesday."
2,Denmark soccer strike ends but parties refuse to disclose deal,"Denmark #39;s first ever soccer strike was called off Thursday according to the players #39; and clubs #39; representatives, who refused to release details of the agreement."
1,Latin America on Alert for Terror,"MONTERREY, Mexico - Governments throughout Mexico and Central America are on alert as evidence grows that al-Qaida members are traveling in the region and looking for recruits to carry out attacks in Latin America - the potential last frontier for international terrorism.    The territory could be a perfect staging ground for Osama bin Laden's militants, with homegrown rebel groups, drug and people smugglers, and corrupt governments..."
4,"FCC nears Cingular, AT amp;T decision (TheDeal.com)","TheDeal.com - A commissioner said the agency would rule on the wireless merger within weeks, allowing an October closing."
3,FASB Orders Options Counted as Expenses,"Accounting standards setters Thursday issued a plan requiring companies to treat stock options as expenses, while lobbyists vowed to derail the initiative."
2,Sox don't underestimate challenge,"An emotional letdown? For the first World Series in Boston in 18 years? Ask the Red Sox if they might take the Cardinals lightly tonight in Game 1 of the 100th World Series, and they look at you like they did when they first laid eyes on Pedro Martinez's 29-inch-tall actor pal, Nelson de la Rosa."
